,age,body_type,diet,drinks,drugs,height,income,job,orientation,sex,sign,smokes,status,diet_modifier,education_status,education_institution,ethnicities_indian,ethnicities_native_american,ethnicities_middle_eastern,ethnicities_asian,ethnicities_white,ethnicities_black,ethnicities_other,ethnicities_pacific_islander,ethnicities_hispanic_/_latin,offspring_status,offspring_future,pets_cats,pets_dogs,religion_type,religion_modifier,sign_modifier,speaks_english,speaks_spanish,speaks_french,speaks_c++,speaks_chinese,speaks_japanese,speaks_german,speaks_italian
53061,23,average,anything,often,never,70.0,20000.0,student,straight,m,pisces,no,single,mostly,working on,college/university,0,0,0,0,1,0,0,0,0,doesn't have kids,might want,has cats,has dogs,judaism,laughing about it,but it doesn't matter,1,0,0,0,0,0,0,0
53114,32,athletic,anything,socially,never,70.0,30000.0,sales / marketing / biz dev,straight,m,libra,no,single,mostly,no specified educational status,two-year college,0,0,0,0,1,0,0,0,0,doesn't have kids,might want,likes cats,likes dogs,christianity,not too serious about it,but it doesn't matter,1,0,0,0,0,0,0,0
53145,42,fit,vegetarian,socially,never,70.0,100000.0,science / tech / engineering,straight,m,virgo,no,single,mostly,graduated from,ph.d program,0,0,0,0,1,0,0,0,0,has kids,might want,likes cats,likes dogs,atheism,laughing about it,but it doesn't matter,1,0,0,1,0,0,0,0
53177,23,athletic,anything,socially,never,68.0,40000.0,construction / craftsmanship,straight,m,gemini,no,single,no specified diet modifier,graduated from,high school,0,0,0,0,0,0,1,0,0,doesn't have kids,doesn't want,likes cats,likes dogs,christianity,not too serious about it,but it doesn't matter,1,1,0,0,0,0,0,0
53251,65,fit,anything,socially,never,65.0,80000.0,other,straight,f,aquarius,no,single,mostly,graduated from,masters program,0,0,0,0,1,0,0,0,0,has kids,doesn't want,likes cats,likes dogs,judaism,not too serious about it,but it doesn't matter,1,0,0,0,0,0,0,0
53491,35,curvy,anything,often,sometimes,63.0,80000.0,law / legal services,straight,f,aries,when drinking,single,strictly,graduated from,law school,0,0,0,0,1,0,0,0,0,doesn't have kids,might want,likes cats,likes dogs,atheism,laughing about it,but it doesn't matter,1,1,1,0,0,0,1,0
53519,51,athletic,anything,not at all,never,72.0,30000.0,other,straight,m,taurus,no,single,mostly,no specified educational status,two-year college,0,0,0,0,1,0,0,0,0,has a kid,might want,likes cats,likes dogs,christianity,very serious about it,but it doesn't matter,1,1,0,0,0,0,1,0
53550,26,fit,vegetarian,not at all,never,69.0,500000.0,entertainment / media,straight,m,cancer,no,single,mostly,graduated from,high school,0,0,0,0,0,1,0,0,0,doesn't have kids,wants,likes cats,has dogs,christianity,very serious about it,but it doesn't matter,1,1,0,0,0,0,0,0
53561,21,skinny,anything,often,never,63.0,70000.0,sales / marketing / biz dev,straight,f,virgo,no,married,mostly,working on,two-year college,0,1,0,0,1,1,0,0,1,doesn't have kids,doesn't want,likes cats,likes dogs,catholicism,not too serious about it,and it's fun to think about,1,0,0,0,0,0,0,0
53574,36,full figured,anything,socially,never,66.0,50000.0,hospitality / travel,straight,f,sagittarius,no,single,mostly,graduated from,two-year college,0,0,0,1,0,1,0,0,0,doesn't have kids,might want,likes cats,likes dogs,christianity,somewhat serious about it,but it doesn't matter,1,0,0,0,0,0,0,0
53764,36,athletic,vegetarian,rarely,sometimes,77.0,80000.0,artistic / musical / writer,bisexual,m,leo,no,single,mostly,graduated from,college/university,0,0,0,0,1,0,0,0,0,doesn't have kids,wants,likes cats,likes dogs,other,laughing about it,and it's fun to think about,1,1,0,0,0,0,0,0
53837,28,average,anything,socially,never,65.0,30000.0,student,straight,f,gemini,no,single,mostly,working on,space camp,0,0,0,1,0,0,0,0,1,doesn't have kids,wants,likes cats,has dogs,other,somewhat serious about it,and it's fun to think about,1,1,0,0,0,0,0,0
53866,51,thin,anything,socially,never,63.0,20000.0,retired,gay,f,virgo,yes,single,no specified diet modifier,graduated from,high school,0,0,0,0,0,1,0,0,0,has kids,doesn't want,likes cats,has dogs,christianity,very serious about it,but it doesn't matter,1,0,0,0,0,0,1,0
53956,21,thin,other,often,sometimes,62.0,20000.0,student,bisexual,f,gemini,sometimes,single,mostly,working on,college/university,0,0,0,1,1,0,0,0,0,doesn't have kids,doesn't want,has cats,has dogs,agnosticism,very serious about it,and it's fun to think about,1,0,0,0,0,1,0,0
54206,29,athletic,anything,socially,sometimes,68.0,20000.0,artistic / musical / writer,straight,m,cancer,no,single,mostly,graduated from,college/university,0,0,0,0,1,0,0,0,0,doesn't have kids,might want,likes cats,likes dogs,other,not too serious about it,but it doesn't matter,1,0,0,0,0,0,0,0
54271,20,used up,anything,socially,never,67.0,80000.0,medicine / health,straight,m,libra,no,single,mostly,working on,college/university,0,0,0,0,0,0,0,0,1,doesn't have kids,might want,has cats,has dogs,catholicism,not too serious about it,and it's fun to think about,1,1,0,0,0,0,0,0
54278,22,thin,anything,socially,never,66.0,20000.0,student,straight,f,pisces,no,single,mostly,working on,college/university,0,0,0,0,1,0,0,0,0,doesn't have kids,wants,likes cats,likes dogs,christianity,not too serious about it,and it's fun to think about,1,0,0,0,0,0,0,0
54442,29,a little extra,anything,rarely,never,67.0,20000.0,sales / marketing / biz dev,straight,f,pisces,no,single,mostly,graduated from,high school,0,0,0,0,1,0,0,0,0,doesn't have kids,wants,likes cats,has dogs,christianity,very serious about it,but it doesn't matter,1,0,0,0,0,0,0,0
54572,21,fit,vegetarian,often,sometimes,66.0,20000.0,student,straight,f,aries,no,single,mostly,working on,college/university,0,0,1,0,0,0,0,0,1,doesn't have kids,wants,likes cats,has dogs,other,somewhat serious about it,but it doesn't matter,1,1,0,0,0,0,0,0
54589,27,average,anything,not at all,never,65.0,70000.0,science / tech / engineering,straight,m,scorpio,no,single,mostly,graduated from,law school,1,0,1,0,0,0,0,0,0,doesn't have kids,might want,likes cats,likes dogs,islam,laughing about it,but it doesn't matter,1,0,0,0,0,1,0,0
54611,32,average,anything,socially,sometimes,70.0,100000.0,computer / hardware / software,straight,m,scorpio,no,single,mostly,graduated from,masters program,0,0,0,1,1,0,0,0,0,doesn't have kids,might want,likes cats,likes dogs,atheism,not too serious about it,and it's fun to think about,1,0,1,1,0,0,0,0
54632,21,average,anything,rarely,never,67.0,20000.0,other,straight,f,cancer,no,single,mostly,graduated from,high school,0,0,0,0,1,1,0,0,0,doesn't have kids,wants,likes cats,likes dogs,agnosticism,not too serious about it,but it doesn't matter,1,0,0,0,0,0,0,0
54664,36,overweight,anything,not at all,never,72.0,100000.0,computer / hardware / software,straight,m,sagittarius,no,available,mostly,dropped out of,college/university,0,0,0,0,1,0,0,0,0,doesn't have kids,doesn't want,likes cats,likes dogs,atheism,laughing about it,but it doesn't matter,1,0,0,0,0,0,0,0
54810,18,average,anything,socially,sometimes,69.0,20000.0,other,straight,m,virgo,trying to quit,single,mostly,working on,high school,0,1,0,0,1,0,1,0,1,doesn't have kids,might want,has cats,likes dogs,other,not too serious about it,and it's fun to think about,1,0,0,0,0,0,0,0
54869,26,average,anything,socially,never,67.0,20000.0,hospitality / travel,straight,m,scorpio,no,single,no specified diet modifier,working on,two-year college,0,0,0,0,1,0,0,0,0,doesn't have kids,wants,likes cats,likes dogs,christianity,not too serious about it,and it matters a lot,1,0,0,0,0,0,0,0
54887,48,a little extra,anything,socially,never,72.0,60000.0,political / government,straight,m,capricorn,when drinking,single,mostly,graduated from,two-year college,0,0,0,0,0,0,0,0,1,has kids,doesn't want,likes cats,likes dogs,catholicism,not too serious about it,and it's fun to think about,1,1,0,0,0,0,0,0
54923,39,athletic,anything,socially,never,73.0,30000.0,sales / marketing / biz dev,straight,m,gemini,no,single,mostly,graduated from,college/university,0,0,0,0,1,0,0,0,0,doesn't have kids,might want,likes cats,likes dogs,agnosticism,not too serious about it,and it's fun to think about,1,1,0,0,0,0,0,0
55037,28,average,anything,socially,sometimes,77.0,30000.0,education / academia,straight,m,gemini,trying to quit,single,no specified diet modifier,graduated from,college/university,0,0,0,0,0,1,0,0,0,doesn't have kids,might want,likes cats,has dogs,other,very serious about it,and it's fun to think about,1,1,0,0,0,1,0,0
55108,22,skinny,anything,not at all,never,68.0,20000.0,student,straight,m,libra,no,single,mostly,working on,college/university,0,0,0,1,0,0,0,0,0,doesn't have kids,doesn't want,likes cats,likes dogs,agnosticism,not too serious about it,but it doesn't matter,1,0,0,0,0,1,0,0
55161,21,athletic,anything,socially,never,70.0,500000.0,student,straight,m,libra,no,single,strictly,working on,college/university,0,0,0,0,1,0,0,0,0,doesn't have kids,wants,has cats,likes dogs,atheism,laughing about it,and it's fun to think about,1,0,0,0,0,0,0,0
55216,21,average,anything,rarely,never,66.0,20000.0,student,straight,m,cancer,no,single,mostly,working on,two-year college,0,0,0,0,0,0,0,0,1,doesn't have kids,might want,likes cats,has dogs,catholicism,somewhat serious about it,and it's fun to think about,1,1,0,0,0,0,0,1
55223,26,athletic,anything,often,sometimes,70.0,60000.0,executive / management,straight,m,sagittarius,no,available,strictly,graduated from,high school,0,0,0,0,1,0,0,0,0,doesn't have kids,doesn't want,has cats,likes dogs,agnosticism,somewhat serious about it,but it doesn't matter,1,0,0,1,0,0,0,0
55248,38,jacked,anything,rarely,never,68.0,50000.0,construction / craftsmanship,straight,m,sagittarius,no,single,mostly,graduated from,college/university,0,0,0,1,0,0,0,1,0,doesn't have kids,wants,likes cats,likes dogs,other,laughing about it,and it's fun to think about,1,0,0,0,0,0,0,0
55336,19,average,anything,socially,sometimes,64.0,20000.0,hospitality / travel,straight,f,cancer,yes,single,mostly,working on,college/university,0,0,0,0,1,0,0,0,0,doesn't have kids,might want,likes cats,likes dogs,judaism,not too serious about it,but it doesn't matter,1,0,0,0,0,0,0,0
55353,29,athletic,anything,socially,sometimes,72.0,30000.0,clerical / administrative,gay,m,pisces,no,single,mostly,working on,college/university,0,0,0,0,1,0,0,0,0,doesn't have kids,might want,likes cats,likes dogs,other,very serious about it,and it's fun to think about,1,0,1,0,0,0,0,1
55359,39,average,anything,not at all,never,66.0,40000.0,sales / marketing / biz dev,straight,f,scorpio,no,single,mostly,graduated from,college/university,0,1,0,0,0,0,0,0,0,has a kid,might want,likes cats,likes dogs,christianity,very serious about it,but it doesn't matter,1,0,0,0,0,0,0,0
55361,42,curvy,anything,socially,never,62.0,30000.0,education / academia,straight,f,leo,no,single,mostly,graduated from,masters program,0,0,0,0,1,0,0,0,0,has kids,doesn't want,has cats,likes dogs,atheism,not too serious about it,but it doesn't matter,1,0,0,0,0,0,0,0
55539,24,average,anything,socially,often,74.0,30000.0,medicine / health,straight,m,cancer,no,single,mostly,graduated from,college/university,0,1,0,0,1,0,1,0,0,doesn't have kids,might want,likes cats,likes dogs,agnosticism,very serious about it,and it's fun to think about,1,1,0,0,0,0,0,0
55658,41,fit,anything,socially,never,69.0,150000.0,executive / management,straight,m,virgo,no,single,mostly,graduated from,masters program,0,0,0,0,1,0,0,0,0,has kids,might want,likes cats,likes dogs,christianity,somewhat serious about it,but it doesn't matter,1,0,0,0,0,0,1,0
55747,49,a little extra,anything,socially,never,75.0,60000.0,other,gay,m,pisces,no,single,no specified diet modifier,graduated from,college/university,0,0,0,0,1,0,0,0,0,doesn't have kids,might want,likes cats,likes dogs,christianity,not too serious about it,and it's fun to think about,1,0,0,0,0,0,0,0
55882,20,thin,anything,socially,never,70.0,20000.0,other,bisexual,m,gemini,no,single,mostly,graduated from,high school,0,0,0,0,1,0,0,0,0,doesn't have kids,might want,likes cats,likes dogs,other,not too serious about it,and it's fun to think about,1,0,0,0,0,0,0,0
55995,31,thin,anything,socially,never,68.0,20000.0,other,straight,f,aquarius,no,single,mostly,graduated from,college/university,0,0,0,0,1,0,0,0,0,doesn't have kids,might want,likes cats,likes dogs,christianity,very serious about it,and it matters a lot,1,0,0,0,0,0,0,0
56237,23,curvy,anything,socially,never,65.0,20000.0,student,straight,f,scorpio,yes,single,mostly,graduated from,college/university,0,0,0,1,0,0,0,0,1,doesn't have kids,might want,likes cats,likes dogs,christianity,not too serious about it,and it's fun to think about,1,0,0,0,1,0,0,0
56279,39,average,anything,rarely,sometimes,77.0,20000.0,computer / hardware / software,straight,m,aries,trying to quit,single,no specified diet modifier,graduated from,high school,0,1,0,0,0,0,0,0,0,doesn't have kids,might want,likes cats,likes dogs,other,somewhat serious about it,and it matters a lot,1,0,0,0,0,0,0,0
56309,28,athletic,anything,socially,never,66.0,20000.0,transportation,bisexual,m,aries,sometimes,available,mostly,graduated from,high school,0,0,0,0,1,0,0,0,0,doesn't have kids,doesn't want,has cats,has dogs,other,not too serious about it,but it doesn't matter,1,0,0,0,0,0,0,0
56387,39,skinny,other,desperately,often,73.0,20000.0,construction / craftsmanship,straight,m,cancer,yes,single,strictly,dropped out of,space camp,0,0,0,0,0,0,1,0,0,doesn't have kids,might want,likes cats,has dogs,atheism,laughing about it,and it's fun to think about,1,0,0,0,0,0,1,0
56443,22,average,anything,socially,never,66.0,20000.0,student,straight,f,leo,no,single,strictly,working on,ph.d program,0,0,0,0,1,0,0,0,0,doesn't have kids,might want,likes cats,likes dogs,atheism,somewhat serious about it,but it doesn't matter,1,0,1,0,0,0,0,1
56454,32,fit,vegetarian,often,sometimes,69.0,1000000.0,artistic / musical / writer,straight,m,taurus,yes,single,mostly,no specified educational status,college/university,0,0,0,0,1,0,0,0,0,doesn't have kids,doesn't want,has cats,likes dogs,atheism,very serious about it,no specified sign modifier,1,1,0,0,1,0,0,0
56485,30,full figured,other,socially,sometimes,64.0,30000.0,other,bisexual,f,capricorn,no,single,strictly,dropped out of,college/university,0,0,0,0,1,0,0,0,0,doesn't have kids,doesn't want,likes cats,likes dogs,atheism,somewhat serious about it,but it doesn't matter,1,0,0,0,0,0,0,0
56715,23,average,anything,not at all,never,67.0,30000.0,other,straight,m,aquarius,no,single,mostly,graduated from,high school,0,0,0,0,1,0,0,0,0,doesn't have kids,wants,likes cats,has dogs,christianity,very serious about it,and it's fun to think about,1,0,0,0,0,0,0,0
56798,43,average,anything,socially,never,68.0,80000.0,computer / hardware / software,straight,m,libra,when drinking,single,mostly,graduated from,college/university,0,0,0,0,1,0,0,0,0,doesn't have kids,might want,likes cats,likes dogs,other,somewhat serious about it,and it's fun to think about,1,0,0,0,0,0,0,0
56909,20,skinny,anything,socially,sometimes,67.0,20000.0,education / academia,straight,m,scorpio,no,single,strictly,working on,two-year college,0,0,0,1,1,0,0,0,0,doesn't have kids,wants,likes cats,likes dogs,agnosticism,not too serious about it,but it doesn't matter,1,0,0,0,0,0,0,0
56977,32,fit,anything,socially,never,69.0,50000.0,hospitality / travel,straight,f,scorpio,no,single,mostly,graduated from,college/university,0,0,0,0,0,1,0,0,0,has a kid,might want,likes cats,has dogs,christianity,very serious about it,and it's fun to think about,1,0,0,0,0,0,0,0
57051,23,average,anything,socially,never,67.0,20000.0,rather not say,straight,f,gemini,no,single,mostly,graduated from,high school,0,0,0,0,1,0,0,0,0,doesn't have kids,might want,has cats,has dogs,christianity,not too serious about it,but it doesn't matter,1,1,1,0,0,0,1,0
57063,21,a little extra,anything,socially,never,66.0,20000.0,other,straight,f,taurus,no,single,no specified diet modifier,working on,college/university,0,0,0,0,1,0,0,0,0,doesn't have kids,wants,likes cats,likes dogs,christianity,not too serious about it,and it's fun to think about,1,0,0,0,0,0,0,0
57139,24,fit,anything,often,never,68.0,40000.0,military,straight,m,aries,no,single,mostly,working on,college/university,0,0,0,1,0,0,0,0,0,doesn't have kids,might want,likes cats,likes dogs,atheism,somewhat serious about it,and it's fun to think about,1,0,0,0,1,0,0,0
57165,31,athletic,anything,often,sometimes,73.0,70000.0,science / tech / engineering,straight,m,libra,trying to quit,single,mostly,graduated from,two-year college,0,0,0,0,1,0,0,0,0,doesn't have kids,might want,has cats,likes dogs,agnosticism,laughing about it,but it doesn't matter,1,0,0,0,0,0,0,0
57364,34,average,anything,socially,never,71.0,30000.0,sales / marketing / biz dev,straight,m,cancer,no,single,no specified diet modifier,working on,college/university,0,0,0,0,0,1,0,0,0,doesn't have kids,wants,likes cats,likes dogs,christianity,not too serious about it,but it doesn't matter,1,1,1,0,0,0,0,0
